retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city,eopen,tenure,recency
1,2013-09-20,2013-09-20,2013-09-20,29,13.79310345,3.448275862,40.02,0.0,1,0,0,Wednesday,MAA,5,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,36,11.11111111,0.0,87.9,0.0,1,0,0,Monday,BOM,4,0.0,5.2
0,2013-09-20,2013-09-21,2013-09-21,2,0.0,0.0,48.78,0.0,1,0,0,Monday,MAA,0,0.0027397260273972603,5.197260273972603
0,2013-09-20,2013-09-20,2013-09-20,2,50.0,0.0,40.0,0.0,1,0,0,Thursday,BLR,1,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,37,0.0,0.0,40.02,0.0,1,1,0,Friday,BOM,0,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,43,0.0,0.0,40.02,0.0,1,0,0,Saturday,MAA,0,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,30,100.0,0.0,40.02,0.0,1,0,0,Saturday,MAA,30,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,44,0.0,0.0,40.02,0.0,1,0,0,Saturday,MAA,0,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,42,2.3809523809999997,0.0,40.0,0.0,1,0,0,Monday,MAA,2,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,43,0.0,0.0,40.02,0.0,1,0,0,Wednesday,MAA,0,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,37,2.702702703,2.702702703,40.02,0.0,1,0,0,Saturday,MAA,2,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,34,44.11764706,2.9411764710000003,66.62,0.0,1,0,0,Friday,BOM,16,0.0,5.2
1,2013-09-20,2013-10-16,2013-10-16,44,13.63636364,2.272727273,25.34,0.0,1,0,0,Wednesday,MAA,7,0.07123287671232877,5.1287671232876715
1,2013-09-20,2013-09-20,2013-09-20,39,33.33333333,0.0,45.01,0.0,1,0,0,Monday,BOM,13,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,29,13.79310345,0.0,40.02,0.0,1,0,0,Monday,BOM,5,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,38,15.78947368,0.0,40.02,0.0,1,0,0,Wednesday,MAA,6,0.0,5.2
1,2013-09-20,2013-10-23,2013-10-23,44,9.090909091,6.818181817999999,38.47,0.0,1,0,0,Thursday,MAA,5,0.09041095890410959,5.109589041095891
1,2013-09-20,2013-09-20,2013-09-20,40,15.0,7.5,40.02,0.0,1,0,0,Wednesday,BOM,6,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,45,11.11111111,6.666666667,56.97,0.0,1,0,0,Monday,MAA,5,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,39,7.692307692000001,0.0,42.58,0.0,1,0,0,Monday,BOM,3,0.0,5.2
1,2013-09-20,2013-09-20,2013-10-23,46,50.0,6.52173913,40.0,0.060606060999999996,1,0,0,Friday,MAA,23,0.09041095890410959,5.109589041095891
1,2013-09-20,2013-09-20,2014-01-19,61,21.31147541,6.557377048999999,26.31,0.173553719,1,1,0,Monday,MAA,14,0.3315068493150685,4.868493150684931
1,2013-09-20,2013-09-20,2013-09-20,35,14.28571429,0.0,48.98,0.0,1,0,0,Monday,BOM,6,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,39,0.0,0.0,40.02,0.0,1,0,0,Monday,DEL,0,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,42,9.523809523999999,0.0,40.02,0.0,1,0,0,Thursday,BOM,5,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,42,0.0,0.0,40.02,0.0,1,0,0,Friday,BOM,0,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,39,0.0,0.0,40.02,0.0,1,0,0,Monday,BOM,0,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,38,31.57894737,5.263157895,40.02,0.0,1,0,0,Monday,DEL,13,0.0,5.2
0,2013-09-20,2013-09-20,2013-09-20,22,81.81818182,0.0,40.02,0.0,1,0,0,Monday,BOM,19,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,37,8.108108108,0.0,40.02,0.0,1,0,0,Monday,BOM,3,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,42,11.9047619,0.0,43.87,0.0,1,0,0,Monday,BOM,5,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,43,18.60465116,2.325581395,40.02,0.0,1,0,0,Tuesday,BOM,8,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,42,0.0,0.0,40.02,0.0,1,0,0,Monday,BOM,0,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,37,8.108108108,2.702702703,40.02,0.0,1,0,0,Wednesday,MAA,3,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,38,5.263157895,5.263157895,40.02,0.0,1,0,0,Tuesday,BOM,3,0.0,5.2
1,2013-09-15,2013-09-30,2013-09-30,39,15.38461538,10.25641026,54.6,0.0,1,0,0,Thursday,MAA,6,0.0410958904109589,5.1726027397260275
1,2013-09-20,2013-09-20,2013-09-20,42,0.0,0.0,40.02,0.0,1,0,0,Tuesday,BOM,0,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,38,0.0,0.0,40.02,0.0,1,0,0,Monday,BOM,0,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,37,13.51351351,0.0,40.02,0.0,1,0,0,Monday,BOM,5,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,44,9.090909091,2.272727273,40.02,0.0,1,0,0,Friday,BOM,5,0.0,5.2
0,2013-09-20,2013-09-20,2014-12-01,4,100.0,0.0,80.39,0.10526315800000001,1,0,0,Monday,MAA,4,1.1972602739726028,4.002739726027397
1,2013-09-20,2013-09-20,2013-09-20,41,4.87804878,2.43902439,43.99,0.0,1,0,0,Tuesday,MAA,2,0.0,5.2
0,2013-08-30,2013-09-20,2013-09-20,2,100.0,0.0,40.02,0.0,1,0,0,Monday,BOM,2,0.057534246575342465,5.2
1,2013-09-20,2013-09-20,2013-09-20,43,9.302325581,0.0,80.02,0.0,1,1,0,Thursday,BOM,4,0.0,5.2
0,2013-09-20,2013-09-20,2013-09-20,1,100.0,100.0,40.02,0.0,1,0,0,Monday,DEL,1,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,44,0.0,0.0,40.0,0.0,1,0,0,Wednesday,MAA,0,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,36,13.88888889,2.777777778,40.02,0.0,1,0,0,Wednesday,BOM,6,0.0,5.2
1,2013-09-20,2013-09-22,2013-09-25,25,44.0,16.0,51.98,0.666666667,1,0,0,Tuesday,BLR,11,0.0136986301369863,5.186301369863013
1,2013-09-20,2013-11-22,2013-11-22,38,100.0,10.52631579,63.85,0.0,1,0,0,Monday,MAA,38,0.1726027397260274,5.027397260273973
1,2013-09-20,2013-09-20,2013-11-21,52,17.30769231,1.9230769230000002,139.1,0.048387097000000004,1,0,1,Monday,MAA,10,0.16986301369863013,5.03013698630137
1,2013-09-20,2013-09-20,2013-09-20,36,5.555555556,0.0,40.02,0.0,1,0,0,Wednesday,BOM,3,0.0,5.2
0,2013-09-20,2013-09-20,2013-09-20,44,4.545454545,0.0,40.02,0.0,1,0,0,Wednesday,BOM,2,0.0,5.2
1,2013-09-20,2013-09-23,2013-09-23,36,13.88888889,0.0,51.97,0.0,1,0,0,Saturday,BLR,6,0.00821917808219178,5.191780821917808
0,2013-09-20,2013-09-20,2013-09-20,14,35.71428571,7.142857143,50.27,0.0,1,0,0,Monday,MAA,5,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,33,24.24242424,3.03030303,40.02,0.0,1,0,0,Wednesday,MAA,8,0.0,5.2
1,2013-08-30,2013-08-30,2013-08-30,33,36.36363636,6.0606060610000005,40.0,0.0,1,0,0,Wednesday,MAA,12,0.0,5.257534246575342
1,2013-09-20,2013-09-20,2013-11-20,44,6.818181817999999,6.818181817999999,132.22,0.049180327999999995,1,0,1,Monday,MAA,3,0.16712328767123288,5.032876712328767
1,2013-09-20,2013-09-20,2013-09-20,43,2.325581395,0.0,40.0,0.0,1,0,0,Monday,MAA,1,0.0,5.2
0,2013-09-20,2013-09-20,2013-09-20,7,42.85714286,0.0,40.02,0.0,1,0,0,Monday,DEL,4,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,38,47.36842105,0.0,40.0,0.0,1,0,0,Wednesday,MAA,18,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,31,3.225806452,0.0,40.02,0.0,1,0,0,Monday,MAA,2,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,23,4.347826087,0.0,44.79,0.0,1,0,0,Monday,MAA,2,0.0,5.2
1,2013-09-20,2013-09-24,2014-08-01,51,25.49019608,7.843137255,60.65,0.150943396,1,1,1,Friday,MAA,14,0.863013698630137,4.336986301369863
1,2013-09-20,2013-09-20,2013-09-20,43,0.0,0.0,53.92,0.0,1,0,0,Wednesday,MAA,0,0.0,5.2
1,2013-09-20,2013-09-20,2014-01-15,45,33.33333333,11.11111111,82.82,0.068376068,1,0,0,Friday,BOM,15,0.32054794520547947,4.879452054794521
1,2013-09-20,2013-09-23,2013-12-15,42,35.71428571,4.7619047619999995,44.76,0.060240964,1,0,0,Monday,MAA,15,0.2356164383561644,4.964383561643835
1,2013-09-20,2013-09-23,2013-09-23,38,2.631578947,2.631578947,28.51,0.0,1,0,0,Wednesday,MAA,1,0.00821917808219178,5.191780821917808
1,2013-09-20,2013-09-20,2013-09-30,42,42.85714286,21.42857143,32.5,0.2,1,1,0,Tuesday,BOM,19,0.0273972602739726,5.1726027397260275
1,2013-09-20,2013-09-20,2013-09-20,33,27.27272727,3.03030303,40.02,0.0,1,0,0,Thursday,BOM,9,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,29,100.0,27.586206899999997,57.07,0.0,1,0,0,Monday,DEL,29,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,45,4.444444444,0.0,40.02,0.0,1,0,0,Monday,BOM,2,0.0,5.2
1,2013-09-20,2013-12-10,2013-12-30,50,34.0,12.0,50.68,0.037974684,1,0,0,Tuesday,MAA,17,0.27671232876712326,4.923287671232877
0,2013-09-15,2013-09-20,2013-09-20,3,33.33333333,0.0,40.02,0.0,1,1,0,Wednesday,DEL,1,0.0136986301369863,5.2
1,2013-09-20,2013-09-20,2013-09-20,37,8.108108108,2.702702703,84.68,0.0,1,1,0,Monday,BOM,3,0.0,5.2
1,2013-09-20,2013-09-20,2013-10-13,36,69.44444444,27.77777778,47.47,0.086956522,1,0,0,Monday,MAA,25,0.06301369863013699,5.136986301369863
1,2013-09-20,2013-09-20,2013-09-20,39,2.564102564,2.564102564,41.05,0.0,1,0,0,Monday,DEL,1,0.0,5.2
0,2013-09-20,2013-09-20,2013-09-20,8,37.5,12.5,40.02,0.0,1,1,0,Monday,BOM,3,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,35,14.28571429,5.714285714,40.02,0.0,1,0,0,Monday,BOM,6,0.0,5.2
1,2013-09-20,2013-10-15,2013-10-15,40,10.0,10.0,82.12,0.0,1,0,0,Thursday,MAA,4,0.0684931506849315,5.131506849315069
1,2013-09-20,2013-09-20,2013-09-20,39,7.692307692000001,2.564102564,48.0,0.0,1,0,0,Monday,MAA,3,0.0,5.2
1,2013-09-19,2013-09-27,2013-09-27,44,11.36363636,2.272727273,40.0,0.0,1,0,1,Tuesday,MAA,5,0.021917808219178082,5.1808219178082195
1,2013-09-18,2013-09-20,2013-09-20,30,86.66666667,3.333333333,40.0,0.0,1,0,0,Monday,MAA,27,0.005479452054794521,5.2
1,2013-09-20,2013-09-25,2013-09-25,31,58.06451613,9.677419355,44.27,0.0,1,0,0,Thursday,MAA,19,0.0136986301369863,5.186301369863013
0,2013-09-20,2013-09-21,2013-09-21,3,0.0,0.0,40.02,0.0,1,0,0,Tuesday,MAA,0,0.0027397260273972603,5.197260273972603
1,2013-09-20,2013-09-20,2013-09-29,44,11.36363636,2.272727273,38.01,0.222222222,1,0,0,Monday,BOM,5,0.024657534246575342,5.175342465753425
1,2013-09-20,2013-09-20,2013-09-20,33,54.54545455,0.0,40.02,0.0,1,1,0,Monday,BOM,19,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,42,11.9047619,9.523809523999999,40.02,0.0,1,1,0,Thursday,DEL,5,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,37,5.405405405,0.0,40.02,0.0,1,0,0,Monday,BOM,2,0.0,5.2
0,2013-09-20,2013-09-20,2013-09-20,4,100.0,0.0,40.02,0.0,1,0,0,Wednesday,BOM,4,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,39,0.0,0.0,40.02,0.0,1,0,0,Monday,BOM,0,0.0,5.2
0,2013-09-20,2013-10-14,2013-10-14,9,44.44444444,0.0,118.99,0.0,1,0,0,Wednesday,MAA,4,0.06575342465753424,5.134246575342465
1,2013-09-20,2013-09-20,2013-09-20,43,4.651162791,0.0,40.02,0.0,1,0,0,Wednesday,BOM,3,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,44,6.818181817999999,0.0,40.02,0.0,1,0,0,Tuesday,BOM,3,0.0,5.2
1,2013-09-20,2013-10-18,2013-10-18,45,6.666666667,2.222222222,36.12,0.0,1,0,0,Tuesday,MAA,4,0.07671232876712329,5.123287671232877
1,2013-09-20,2013-10-13,2013-10-13,40,30.0,10.0,31.47,0.0,1,0,0,Monday,MAA,12,0.06301369863013699,5.136986301369863
1,2013-09-20,2013-09-22,2013-10-22,34,73.52941176,8.823529412000001,57.28,0.133333333,1,0,0,Wednesday,MAA,25,0.08767123287671233,5.112328767123287
1,2013-09-20,2013-10-24,2013-10-24,22,31.81818182,4.545454545,84.46,0.0,1,0,0,Monday,DEL,8,0.09315068493150686,5.1068493150684935
1,2013-09-20,2013-09-22,2013-09-22,30,60.0,6.666666667,47.0,0.0,1,0,0,Thursday,BOM,18,0.005479452054794521,5.1945205479452055
1,2013-09-20,2013-09-26,2013-12-11,42,4.7619047619999995,2.3809523809999997,47.18,0.042553191,1,0,0,Saturday,MAA,3,0.22465753424657534,4.975342465753425
1,2013-09-20,2013-10-20,2014-08-01,48,16.66666667,14.58333333,89.52,0.0625,1,0,0,Thursday,MAA,9,0.863013698630137,4.336986301369863
1,2013-09-20,2013-10-24,2013-10-24,49,10.20408163,10.20408163,29.75,0.0,1,0,0,Tuesday,MAA,5,0.09315068493150686,5.1068493150684935
1,2013-09-20,2013-09-20,2013-09-20,45,4.444444444,0.0,40.02,0.0,1,0,0,Monday,BOM,2,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,43,11.62790698,0.0,40.0,0.0,1,0,0,Monday,MAA,6,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,41,29.26829268,7.3170731710000005,40.0,0.0,1,0,0,Thursday,MAA,12,0.0,5.2
0,2013-09-20,2013-09-20,2013-09-20,20,85.0,0.0,40.02,0.0,1,0,0,Tuesday,BOM,17,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,43,6.976744186,0.0,40.02,0.0,1,0,0,Friday,BOM,3,0.0,5.2
1,2013-09-19,2013-09-22,2013-09-22,24,100.0,29.16666667,65.15,0.0,1,0,0,Monday,MAA,24,0.00821917808219178,5.1945205479452055
0,2013-09-13,2013-09-20,2013-09-20,1,100.0,0.0,43.18,0.0,1,0,0,Monday,BOM,1,0.019178082191780823,5.2
1,2013-09-20,2013-09-20,2013-09-20,38,5.263157895,0.0,40.0,0.0,1,0,0,Thursday,MAA,3,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,46,2.173913043,0.0,40.02,0.0,0,1,0,Friday,BOM,1,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,36,19.44444444,2.777777778,40.0,0.0,1,0,0,Tuesday,BOM,7,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,36,19.44444444,0.0,45.48,0.0,1,0,0,Thursday,MAA,7,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,42,21.42857143,4.7619047619999995,40.02,0.0,1,1,0,Monday,DEL,10,0.0,5.2
1,2013-09-20,2013-09-22,2013-12-22,56,30.35714286,5.3571428569999995,36.8,0.054945055,1,1,0,Monday,MAA,18,0.2547945205479452,4.945205479452055
1,2013-09-20,2013-09-20,2013-09-20,44,11.36363636,0.0,40.02,0.0,1,0,0,Tuesday,BOM,5,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,37,2.702702703,0.0,40.02,0.0,1,0,0,Wednesday,BOM,2,0.0,5.2
0,2013-09-13,2013-09-20,2013-09-20,1,100.0,0.0,43.1,0.0,1,1,0,Thursday,DEL,1,0.019178082191780823,5.2
1,2013-09-20,2013-09-20,2013-09-20,44,4.545454545,2.272727273,40.02,0.0,1,1,0,Monday,BOM,2,0.0,5.2
0,2013-09-20,2013-09-20,2013-09-20,2,100.0,50.0,38.01,0.0,1,0,0,Thursday,DEL,2,0.0,5.2
0,2013-09-20,2013-09-20,2013-09-20,4,75.0,0.0,40.02,0.0,1,0,0,Friday,BOM,3,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,36,11.11111111,2.777777778,40.02,0.0,1,0,0,Monday,DEL,4,0.0,5.2
0,2013-09-20,2013-09-20,2013-09-20,1,100.0,100.0,42.08,0.0,1,1,0,Thursday,DEL,1,0.0,5.2
1,2013-09-20,2013-09-20,2013-09-20,43,18.60465116,2.325581395,40.02,0.0,1,1,0,Monday,BOM,8,0.0,5.2
1,2013-09-19,2013-09-21,2013-09-21,35,11.42857143,2.857142857,40.02,0.0,1,0,0,Friday,DEL,5,0.005479452054794521,5.197260273972603
1,2013-09-21,2013-09-21,2013-09-21,38,10.52631579,0.0,40.0,0.0,1,0,0,Saturday,MAA,5,0.0,5.197260273972603
1,2013-09-21,2013-09-21,2013-09-21,45,11.11111111,4.444444444,40.02,0.0,1,0,0,Tuesday,BOM,5,0.0,5.197260273972603
0,2013-10-09,2013-10-09,2013-10-09,2,0.0,0.0,40.02,0.0,1,0,0,Thursday,DEL,0,0.0,5.147945205479452
1,2013-05-09,2013-05-09,2013-05-09,35,65.71428571,0.0,40.02,0.0,1,0,0,Monday,BOM,23,0.0,5.567123287671233
1,2013-08-30,2013-08-30,2013-09-10,35,20.0,2.857142857,45.75,0.05,1,0,0,Tuesday,MAA,7,0.030136986301369864,5.227397260273973
0,2013-08-09,2013-09-09,2013-09-09,6,66.66666667,0.0,60.72,0.0,1,0,0,Tuesday,MAA,5,0.08493150684931507,5.23013698630137
0,2013-05-09,2013-05-09,2013-05-09,2,0.0,0.0,47.06,0.0,1,0,0,Monday,BOM,0,0.0,5.567123287671233
1,2013-06-09,2013-06-09,2013-06-09,32,93.75,0.0,124.3,0.0,1,0,0,Friday,BOM,30,0.0,5.482191780821918
1,2013-08-30,2013-10-30,2013-10-30,48,4.166666667,0.0,40.02,0.0,1,0,0,Thursday,BOM,3,0.16712328767123288,5.090410958904109
1,2013-04-09,2013-09-24,2013-09-29,38,60.52631579,7.894736842,34.55,0.4,1,0,0,Wednesday,BOM,24,0.473972602739726,5.175342465753425
0,2013-08-09,2013-08-09,2013-08-09,3,66.66666667,0.0,86.9,0.0,1,0,0,Monday,MAA,3,0.0,5.315068493150685
1,2013-08-09,2013-08-09,2013-08-09,35,2.857142857,0.0,52.62,0.0,1,0,0,Tuesday,BOM,1,0.0,5.315068493150685
0,2013-11-09,2013-11-09,2013-11-09,2,0.0,0.0,40.02,0.0,1,0,0,Thursday,MAA,0,0.0,5.063013698630137
0,2013-04-09,2013-04-09,2013-04-09,2,0.0,0.0,40.02,0.0,1,0,0,Thursday,BOM,0,0.0,5.64931506849315
1,2013-10-09,2013-11-20,2013-11-20,62,3.225806452,0.0,40.2,0.0,1,0,0,Thursday,BOM,3,0.11506849315068493,5.032876712328767
1,2013-09-18,2013-10-31,2013-10-31,41,34.14634146,9.756097561,68.4,0.0,1,0,0,Monday,BOM,14,0.1178082191780822,5.087671232876712
0,2013-02-09,2013-02-09,2013-02-09,2,0.0,0.0,40.0,0.0,1,0,0,Saturday,MAA,0,0.0,5.810958904109589
1,2013-07-09,2013-09-23,2013-09-23,41,34.14634146,2.43902439,40.02,0.0,1,0,0,Thursday,BOM,14,0.20821917808219179,5.191780821917808
0,2013-03-09,2013-03-09,2013-03-09,26,3.8461538460000004,0.0,40.02,0.0,1,0,0,Wednesday,BOM,1,0.0,5.734246575342466
0,2013-05-09,2013-05-09,2013-05-09,1,100.0,0.0,40.02,0.0,1,0,0,Monday,BOM,1,0.0,5.567123287671233
0,2013-01-09,2013-01-09,2013-01-09,15,13.33333333,0.0,43.36,0.0,1,0,0,Tuesday,BOM,2,0.0,5.895890410958904
0,2013-08-30,2013-08-30,2013-08-30,2,0.0,0.0,40.02,0.0,1,0,0,Monday,BOM,0,0.0,5.257534246575342
1,2013-09-14,2013-11-17,2013-11-17,52,36.53846154,0.0,26.36,0.0,1,0,0,Monday,DEL,20,0.17534246575342466,5.041095890410959
0,2013-07-09,2013-09-24,2013-09-24,3,100.0,0.0,54.12,0.0,0,0,0,Wednesday,MAA,3,0.21095890410958903,5.189041095890411
0,2013-03-09,2013-09-25,2013-09-25,4,25.0,0.0,51.0,0.0,1,0,0,Friday,MAA,1,0.547945205479452,5.186301369863013
1,2013-10-09,2013-10-09,2013-10-09,45,0.0,0.0,62.93,0.0,1,0,0,Friday,BOM,0,0.0,5.147945205479452
1,2013-11-09,2013-11-09,2013-11-09,38,0.0,0.0,66.15,0.0,1,0,0,Friday,BOM,0,0.0,5.063013698630137
1,2013-06-09,2013-06-09,2013-06-09,35,25.71428571,0.0,40.02,0.0,1,0,0,Friday,BOM,9,0.0,5.482191780821918
1,2013-08-21,2013-12-26,2014-09-01,54,31.48148148,16.66666667,14.93,0.28571428600000004,1,1,0,Friday,BLR,17,1.0301369863013699,4.252054794520548
1,2013-08-30,2014-08-01,2014-08-01,32,87.5,12.5,70.5,0.0,1,1,0,Thursday,BOM,28,0.9205479452054794,4.336986301369863
1,2013-11-09,2013-11-09,2013-11-09,46,6.52173913,0.0,40.02,0.0,1,0,0,Friday,BOM,3,0.0,5.063013698630137
1,2013-10-09,2013-10-09,2013-10-09,44,20.45454545,0.0,43.54,0.0,1,0,0,Wednesday,BOM,9,0.0,5.147945205479452
0,2013-11-09,2013-11-09,2013-11-09,2,0.0,0.0,40.0,0.0,1,0,0,Wednesday,MAA,0,0.0,5.063013698630137
0,2013-10-09,2013-10-09,2013-10-09,2,0.0,0.0,40.02,0.0,1,0,0,Monday,DEL,0,0.0,5.147945205479452
1,2013-03-09,2013-11-09,2013-11-09,45,6.666666667,0.0,40.02,0.0,1,0,0,Thursday,BOM,4,0.6712328767123288,5.063013698630137
1,2013-06-09,2013-06-09,2013-06-09,44,2.272727273,0.0,49.48,0.0,1,0,0,Wednesday,BOM,2,0.0,5.482191780821918
1,2013-09-21,2013-09-21,2013-12-29,30,73.33333333,3.333333333,35.03,0.04040404,1,0,0,Monday,DEL,22,0.27123287671232876,4.926027397260274
1,2013-04-09,2013-10-17,2013-10-17,40,30.0,7.5,40.02,0.0,1,1,0,Monday,BOM,12,0.5232876712328767,5.126027397260274
0,2013-09-09,2013-09-09,2013-09-09,2,100.0,0.0,40.02,0.0,1,0,0,Thursday,BOM,2,0.0,5.23013698630137
1,2013-08-27,2013-09-30,2013-12-16,46,26.08695652,15.2173913,97.13,0.064935065,1,0,0,Tuesday,MAA,12,0.3041095890410959,4.961643835616439
1,2013-09-09,2013-09-09,2013-09-09,38,0.0,0.0,40.02,0.0,1,0,0,Tuesday,BOM,0,0.0,5.23013698630137
0,2013-06-09,2013-06-09,2013-06-09,2,0.0,0.0,40.0,0.0,1,0,0,Thursday,BLR,0,0.0,5.482191780821918
1,2013-09-18,2013-09-21,2013-12-29,48,31.25,6.25,73.08,0.10101010099999999,1,1,0,Monday,BOM,15,0.27945205479452057,4.926027397260274
0,2013-08-31,2013-08-31,2013-08-31,2,0.0,0.0,40.02,0.0,1,0,0,Monday,BOM,0,0.0,5.254794520547946
1,2013-07-09,2013-07-09,2013-07-09,44,6.818181817999999,0.0,32.18,0.0,1,0,0,Monday,BOM,3,0.0,5.4
1,2013-08-30,2013-08-30,2013-08-30,36,5.555555556,0.0,40.02,0.0,1,0,0,Tuesday,DEL,3,0.0,5.257534246575342
1,2013-08-29,2013-09-30,2013-09-30,35,5.714285714,0.0,40.02,0.0,1,0,0,Thursday,MAA,2,0.08767123287671233,5.1726027397260275
0,2013-02-09,2013-05-09,2013-05-09,4,25.0,0.0,40.02,0.0,1,0,0,Monday,BOM,1,0.24383561643835616,5.567123287671233
0,2013-11-09,2013-12-09,2013-12-09,2,100.0,0.0,137.2,0.0,1,0,0,Saturday,BLR,2,0.0821917808219178,4.980821917808219
0,2013-11-09,2013-11-09,2013-11-09,2,50.0,50.0,40.02,0.0,1,0,0,Thursday,BOM,1,0.0,5.063013698630137
1,2013-06-09,2013-06-10,2013-06-10,32,31.25,12.5,65.38,0.0,1,0,0,Wednesday,MAA,10,0.0027397260273972603,5.47945205479452
1,2013-11-06,2013-11-06,2013-11-06,35,0.0,0.0,170.4,0.0,1,0,0,Thursday,MAA,0,0.0,5.071232876712329
0,2013-03-09,2013-03-09,2013-03-09,2,0.0,0.0,53.98,0.0,1,0,0,Thursday,BOM,0,0.0,5.734246575342466
1,2013-06-09,2013-06-09,2013-12-17,52,13.46153846,1.9230769230000002,32.82,0.019607843,1,0,0,Saturday,MAA,7,0.5232876712328767,4.958904109589041
1,2013-03-09,2013-10-18,2013-10-18,37,24.32432432,13.51351351,40.0,0.0,1,0,0,Monday,MAA,9,0.6109589041095891,5.123287671232877
0,2013-06-09,2013-06-09,2013-06-09,2,0.0,0.0,40.02,0.0,1,0,0,Tuesday,BOM,0,0.0,5.482191780821918
1,2013-06-09,2013-07-09,2013-07-09,31,38.70967742,3.225806452,57.83,0.0,1,0,0,Monday,MAA,13,0.0821917808219178,5.4
1,2013-09-21,2013-10-14,2013-10-14,41,12.19512195,7.3170731710000005,51.24,0.0,1,0,0,Thursday,BOM,5,0.06301369863013699,5.134246575342465
1,2013-03-09,2013-03-09,2013-03-09,36,0.0,0.0,95.61,0.0,1,0,0,Wednesday,BOM,0,0.0,5.734246575342466
1,2013-05-09,2013-11-24,2014-12-01,47,48.93617021,4.255319149,94.33,0.040816327,1,0,0,Monday,BOM,23,1.5643835616438355,4.002739726027397
1,2013-09-09,2013-10-09,2013-10-09,37,0.0,0.0,40.02,0.0,1,0,0,Friday,BOM,0,0.0821917808219178,5.147945205479452
1,2013-08-29,2013-08-29,2013-08-29,45,0.0,0.0,40.02,0.0,1,0,0,Friday,BOM,0,0.0,5.260273972602739
1,2013-08-19,2013-09-09,2013-09-09,35,2.857142857,0.0,23.25,0.0,1,0,0,Saturday,MAA,1,0.057534246575342465,5.23013698630137
1,2013-08-30,2013-08-30,2013-08-30,44,6.818181817999999,2.272727273,40.0,0.0,1,0,0,Tuesday,MAA,3,0.0,5.257534246575342
1,2013-01-09,2013-01-09,2013-01-09,43,16.27906977,4.651162791,53.49,0.0,1,0,0,Tuesday,BOM,8,0.0,5.895890410958904
1,2013-11-09,2013-11-09,2013-11-09,38,0.0,0.0,40.02,0.0,1,0,0,Thursday,BOM,0,0.0,5.063013698630137
0,2013-10-09,2013-10-09,2013-10-09,1,100.0,0.0,40.02,0.0,1,0,0,Wednesday,BOM,1,0.0,5.147945205479452
0,2013-10-09,2013-10-09,2013-10-16,1,100.0,0.0,29.76,0.055555556,1,0,0,Thursday,BOM,1,0.019178082191780823,5.1287671232876715
